,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
2319,NCI18,OUT013,2692.4952
2320,FDH14,OUT027,2399.5432
2321,FDR36,OUT027,1293.6494
2322,FDW01,OUT045,2816.334
2323,FDK02,OUT027,3877.6192
2324,FDJ02,OUT018,2375.5744
2325,FDU55,OUT013,7366.011720000013
2326,NCV18,OUT027,2061.3168
2327,FDH14,OUT018,4495.4816
2328,FDZ37,OUT045,261.6594
2329,FDX49,OUT049,2563.33
2330,NCD43,OUT046,1491.392
2331,FDZ07,OUT013,495.3552
2332,FDK43,OUT035,2956.152
2333,FDR32,OUT018,1004.0264
2334,FDT39,OUT013,3075.996
2335,NCV54,OUT017,602.549
2336,FDF38,OUT018,346.216
2337,FDV60,OUT046,4306.3944
2338,FDH44,OUT027,3661.9
2339,FDS21,OUT046,1557.972
2340,NCL41,OUT045,846.8976
2341,FDM46,OUT017,1304.968
2342,FDU27,OUT045,1294.3152
2343,NCJ54,OUT017,4266.4464
2344,DRG51,OUT018,2652.5472
2345,NCA29,OUT019,153.134
2346,FDR47,OUT045,2731.1116
2347,NCL19,OUT027,2127.231
2348,DRG01,OUT049,1853.5872
2349,FDG10,OUT046,343.5528
2350,NCV05,OUT049,2439.4912
2351,NCH18,OUT019,255.0014
2352,FDV14,OUT018,1105.228
2353,DRJ23,OUT035,4159.9184
2354,DRJ11,OUT046,1701.7848
2355,FDZ03,OUT017,4474.176
2356,FDI27,OUT010,83.8908
2357,FDJ14,OUT018,982.7208
2358,FDU32,OUT017,1540.6612
2359,FDD47,OUT027,4327.7
2360,DRF36,OUT035,3237.1196
2361,FDM21,OUT046,4448.2098
2362,FDV10,OUT018,878.856
2363,FDH60,OUT018,1695.7926
2364,FDX47,OUT010,153.7998
2365,FDT19,OUT019,171.7764
2366,FDO11,OUT045,4244.475
2367,FDH24,OUT027,5704.5744
2368,FDL02,OUT018,2404.2038
2369,FDB02,OUT049,1235.059
2370,FDA43,OUT046,1170.4764
2371,FDG52,OUT045,679.116
2372,DRC12,OUT013,3237.1196
2373,FDY37,OUT018,850.8924
2374,NCU18,OUT045,2528.7084
2375,FDU09,OUT035,1431.47
2376,DRJ25,OUT027,1069.2748
2377,DRE12,OUT018,2277.036
2378,DRL47,OUT017,755.0172
2379,DRK01,OUT046,583.2408
2380,FDC22,OUT019,579.246
2381,FDG44,OUT013,852.224
2382,FDW04,OUT035,3271.7412
2383,FDK09,OUT049,5206.556
2384,NCN43,OUT035,2586.633
2385,FDG04,OUT049,3379.6008
2386,FDH32,OUT010,93.8778
2387,DRI47,OUT017,3266.4148
2388,DRE15,OUT013,306.268
2389,FDY11,OUT035,1162.4868
2390,FDO60,OUT049,892.172
2391,FDQ20,OUT018,455.4072
2392,FDO57,OUT027,1545.9876
2393,FDT14,OUT019,460.7336
2394,FDA57,OUT049,796.9626
2395,DRN35,OUT017,721.0614
2396,FDJ03,OUT046,1086.5856
2397,FDX28,OUT017,3339.6528
2398,DRE25,OUT045,1929.4884
2399,FDR09,OUT046,2133.2232
2400,FDB23,OUT035,2692.4952
2401,FDO08,OUT045,974.7312
2402,FDQ23,OUT049,1845.5976
2403,FDW04,OUT013,1761.7068
2404,DRK13,OUT010,370.1848
2405,NCL17,OUT027,3340.9844
2406,FDY21,OUT035,3271.0754
2407,FDJ38,OUT027,5294.4416
2408,FDA37,OUT019,254.3356
2409,FDV43,OUT013,713.7376
2410,FDL36,OUT046,2313.655
2411,FDD53,OUT045,918.804
2412,FDZ19,OUT010,191.0846
2413,FDV21,OUT045,2133.2232
2414,NCL54,OUT018,2554.0088
2415,DRI47,OUT027,3661.9
2416,DRG03,OUT049,1647.855
2417,FDG21,OUT013,2247.075
2418,FDW03,OUT018,1651.184
2419,NCI55,OUT046,3545.385
2420,DRC36,OUT019,549.285
2421,FDH22,OUT017,1114.5492
2422,FDV20,OUT045,1761.7068
2423,NCU41,OUT027,3078.6592
2424,FDN46,OUT027,4022.7636
2425,FDK50,OUT045,4402.2696
2426,NCA05,OUT027,3207.8244
2427,DRH01,OUT018,370.1848
2428,FDT08,OUT018,962.7468
2429,FDM08,OUT018,3848.324
2430,FDZ07,OUT035,2218.4456
2431,FDS22,OUT017,527.3136
2432,FDV35,OUT027,2985.4472
2433,FDI28,OUT010,83.8908
2434,FDW58,OUT027,2956.152
2435,FDT52,OUT045,3984.1472
2436,FDY34,OUT046,1151.1682
2437,FDR10,OUT046,1787.0072
2438,FDK57,OUT017,1583.9382
2439,FDR02,OUT027,2876.256
2440,FDX49,OUT046,6008.1792
2441,FDQ20,OUT046,568.5932
2442,DRK23,OUT045,2055.3246
2443,NCW06,OUT046,1605.9096
2444,FDR31,OUT017,1765.7016
2445,NCE43,OUT013,1438.128
2446,DRO59,OUT027,2783.7098
2447,FDN09,OUT049,6353.0636
2448,FDR11,OUT046,3588.662
2449,FDO57,OUT013,2117.244
2450,NCX18,OUT017,3338.987
2451,FDB05,OUT018,1496.0526
2452,FDQ08,OUT018,729.051
2453,NCG43,OUT035,965.41
2454,FDJ56,OUT013,998.7
2455,FDA13,OUT010,109.857
2456,FDO56,OUT017,1874.8928
2457,FDB37,OUT018,4965.5364
2458,FDZ02,OUT018,959.4178
2459,FDQ24,OUT046,3523.4136
2460,FDM16,OUT013,1743.0644
2461,FDU35,OUT049,1498.05
2462,FDT35,OUT035,1860.2452
2463,NCX30,OUT049,3545.385
2464,FDG04,OUT017,2591.2936
2465,FDI12,OUT035,1929.4884
2466,FDE35,OUT035,751.0224
2467,NCP14,OUT027,2964.1416
2468,NCY53,OUT045,2787.0388
2469,FDP49,OUT017,679.116
2470,FDQ04,OUT017,540.6296
2471,FDM39,OUT035,4781.7756
2472,FDO58,OUT019,517.3266
2473,FDC56,OUT017,3475.476
2474,NCQ54,OUT046,2759.0752
2475,FDV10,OUT027,1293.6494
2476,NCK17,OUT046,479.376
2477,NCF55,OUT027,293.6178
2478,FDV33,OUT013,7366.011720000013
2479,NCH29,OUT019,102.5332
2480,FDA37,OUT027,3020.0688
2481,FDH46,OUT018,1229.0668
2482,FDS25,OUT035,1171.808
2483,FDH04,OUT027,1402.1748
2484,FDX52,OUT046,2348.9424
2485,NCD42,OUT017,366.19
2486,FDW47,OUT017,2436.828
2487,FDL25,OUT027,3237.1196
2488,NCJ06,OUT010,118.5124
2489,FDY09,OUT013,521.3214
2490,FDS40,OUT046,607.2096
2491,FDH41,OUT017,4961.5416
2492,FDG38,OUT035,1677.816
2493,FDU03,OUT027,4604.6728
2494,FDV20,OUT046,2105.2596
2495,DRB13,OUT045,1665.8316
2496,NCQ30,OUT013,602.549
2497,NCH06,OUT013,1537.998
2498,FDU50,OUT018,1446.1176
2499,NCO42,OUT019,585.904
2500,FDW09,OUT018,559.272
2501,FDH04,OUT013,1258.362
2502,FDC21,OUT045,1537.998
2503,FDL21,OUT049,721.0614
2504,FDM46,OUT010,93.8778
2505,FDT22,OUT019,83.8908
2506,FDB28,OUT035,3582.004
2507,FDI12,OUT018,1631.8758
2508,FDA28,OUT045,687.1056
2509,FDF59,OUT013,253.004
2510,FDM45,OUT027,3020.0688
2511,FDQ56,OUT017,1178.466
2512,FDR46,OUT049,882.8508
2513,FDT01,OUT013,637.1706
2514,FDD16,OUT027,2518.7214
2515,NCU30,OUT010,153.7998
2516,FDM40,OUT010,886.8456
2517,FDI56,OUT035,2189.1504
2518,NCS30,OUT013,1687.1372
2519,FDU08,OUT017,396.8168
2520,FDX51,OUT027,5734.5354
2521,FDA43,OUT045,3153.2288
2522,FDX59,OUT010,83.8908
2523,FDC37,OUT018,1948.1308
2524,FDP58,OUT013,1800.3232
2525,NCY42,OUT035,709.077
2526,FDF21,OUT018,3592.6568
2527,FDU10,OUT027,388.1614
2528,DRL47,OUT018,452.744
2529,FDA58,OUT018,2628.5784
2530,FDJ22,OUT049,2440.8228
2531,FDK50,OUT046,914.8092
2532,FDO38,OUT035,1090.5804
2533,DRF60,OUT035,7028.1848
2534,NCZ42,OUT019,516.6608
2535,FDD35,OUT049,2157.192
2536,FDL25,OUT045,2006.7212
2537,FDJ16,OUT013,331.5684
2538,DRK59,OUT049,1874.8928
2539,FDI50,OUT046,5954.9152
2540,NCB19,OUT045,515.3292
2541,DRI37,OUT035,1853.5872
2542,FDA14,OUT027,4602.6754
2543,FDC08,OUT018,4729.8432
2544,FDS45,OUT046,2328.9684
2545,FDI21,OUT049,1516.0266
2546,DRJ47,OUT035,2801.6864
2547,DRE37,OUT027,4921.5936
2548,FDT55,OUT018,962.7468
2549,NCG42,OUT027,1565.9616
2550,FDA31,OUT049,4074.696
2551,NCW42,OUT046,4407.596
2552,FDF50,OUT017,3121.2704
2553,FDK56,OUT049,5159.2842
2554,FDX10,OUT035,247.0118
2555,NCK07,OUT027,3675.216
2556,FDZ49,OUT017,4789.7652
2557,FDR33,OUT013,1230.3984
2558,FDO44,OUT018,1842.9344
2559,FDA20,OUT046,3914.904
2560,NCL30,OUT045,759.012
2561,FDI05,OUT019,123.8388
2562,FDQ12,OUT018,2735.1064
2563,FDH47,OUT017,583.2408
2564,FDH34,OUT018,5182.5872
2565,FDF29,OUT046,908.817
2566,FDG40,OUT018,105.8622
2567,NCE18,OUT017,7366.011720000013
2568,FDP21,OUT010,197.0768
2569,FDY50,OUT013,1221.0772
2570,FDB36,OUT049,2698.4874
2571,NCZ29,OUT049,1752.3856
2572,FDU20,OUT018,1470.0864
2573,FDO56,OUT013,2474.7786
2574,FDW31,OUT049,3142.576
2575,DRH59,OUT013,617.8624
2576,NCB30,OUT017,3338.987
2577,FDK43,OUT027,1565.9616
2578,FDW43,OUT045,6301.1312
2579,NCL19,OUT017,2719.793
2580,FDJ27,OUT046,892.8378
2581,FDC45,OUT046,2456.802
2582,FDY40,OUT035,788.3072
2583,NCM41,OUT035,559.272
2584,NCK18,OUT019,822.263
2585,FDP37,OUT049,2441.4886
2586,FDA27,OUT027,5033.448
2587,NCX30,OUT035,3486.1288
2588,FDR09,OUT017,1035.9848
2589,FDG08,OUT027,2069.3064
2590,NCU30,OUT013,2446.815
2591,FDB16,OUT017,1308.297
2592,FDM16,OUT017,1956.1204
2593,FDC48,OUT013,1073.2696
2594,NCF18,OUT046,918.804
2595,FDU46,OUT018,2220.443
2596,FDH41,OUT018,1004.0264
2597,NCN42,OUT010,151.1366
2598,FDU49,OUT046,2263.72
2599,FDB20,OUT027,1544.656
2600,FDG50,OUT019,372.848
2601,FDW20,OUT045,2771.7254
2602,NCO55,OUT049,663.1368
2603,FDX48,OUT046,2326.971
2604,FDU48,OUT046,263.6568
2605,FDR48,OUT019,316.9208
2606,FDK27,OUT013,1231.73
2607,FDT35,OUT013,3705.8428
2608,FDN12,OUT049,1965.4416
2609,NCE31,OUT019,109.857
2610,FDL21,OUT017,798.96
2611,FDV56,OUT017,922.7988
2612,FDR16,OUT017,4514.124
2613,NCP41,OUT049,1657.842
2614,FDJ27,OUT013,892.8378
2615,FDA07,OUT017,1340.2554
2616,FDK55,OUT049,1368.219
2617,FDM33,OUT049,4407.596
2618,FDY46,OUT046,2647.2208
2619,FDD36,OUT046,1274.3412
2620,FDB12,OUT027,3691.1952
2621,FDF28,OUT019,361.5294
2622,NCE07,OUT019,567.2616
2623,FDW50,OUT027,3675.216
2624,NCW18,OUT017,4266.4464
2625,NCJ17,OUT019,87.2198
2626,DRZ24,OUT010,128.4994
2627,FDS07,OUT035,3206.4928
2628,NCW05,OUT010,595.2252
2629,FDZ22,OUT018,1279.0018
2630,FDK02,OUT046,1303.6364
2631,FDZ45,OUT027,793.6336
2632,FDL25,OUT046,1641.8628
2633,FDS08,OUT045,2854.9504
2634,NCZ42,OUT027,7366.011720000013
2635,FDX57,OUT035,2220.443
2636,FDF21,OUT046,4247.804
2637,FDJ56,OUT018,1133.8574
2638,FDX10,OUT013,247.0118
2639,DRG48,OUT035,3119.9388
2640,DRN37,OUT046,3103.9596
2641,NCY41,OUT018,303.6048
2642,FDN28,OUT045,946.7676
2643,FDE34,OUT045,2936.178
2644,FDR10,OUT045,1787.0072
2645,FDC32,OUT017,1304.968
2646,DRG13,OUT046,1315.6208
2647,FDP59,OUT049,1488.063
2648,NCT53,OUT010,170.4448
2649,FDL57,OUT027,3271.7412
2650,FDN32,OUT010,719.064
2651,FDK09,OUT018,2323.642
2652,FDA52,OUT010,697.7584
2653,FDC57,OUT049,5313.084
2654,FDI09,OUT035,1691.7978
2655,NCB07,OUT046,392.822
2656,FDP26,OUT035,418.1224
2657,FDP40,OUT027,2404.8696
2658,FDL15,OUT013,2428.8384
2659,FDV07,OUT046,1547.3192
2660,FDS03,OUT017,790.9704
2661,FDE50,OUT049,3415.554
2662,FDQ15,OUT017,2030.69
2663,FDQ33,OUT010,467.3916
2664,FDT22,OUT013,659.142
2665,DRO35,OUT035,1853.5872
2666,FDJ41,OUT049,6018.1662
2667,FDQ27,OUT035,2912.2092
2668,FDC26,OUT017,452.744
2669,NCF43,OUT027,2719.793
2670,NCR50,OUT035,4287.752
2671,FDE39,OUT018,2277.036
2672,FDN49,OUT027,1293.6494
2673,DRG11,OUT035,2684.5056
2674,NCA18,OUT049,2780.3808
2675,FDM36,OUT018,529.311
2676,FDW32,OUT017,2006.0554
2677,NCQ18,OUT010,442.757
2678,FDX14,OUT027,2450.144
2679,FDD46,OUT017,1230.3984
2680,FDI34,OUT019,916.1408
2681,NCJ17,OUT035,1929.4884
2682,FDB52,OUT035,2045.3376
2683,FDV55,OUT018,1581.9408
2684,FDC57,OUT046,4247.804
2685,FDB29,OUT046,3243.7776
2686,NCO43,OUT035,792.302
2687,FDG44,OUT045,982.7208
2688,FDJ34,OUT045,1457.4362
2689,FDH40,OUT049,623.1888
2690,NCD07,OUT027,1414.1592
2691,FDB41,OUT017,767.0016
2692,FDH47,OUT018,647.8234
2693,DRK37,OUT035,5502.837
2694,FDM25,OUT019,549.285
2695,NCX06,OUT045,2766.399
2696,NCS05,OUT017,927.4594
2697,FDS39,OUT045,1311.626
2698,FDC47,OUT027,5522.811
2699,FDG20,OUT013,724.3904
2700,DRL23,OUT017,1105.228
2701,FDY33,OUT013,2471.4496
2702,NCH18,OUT045,3984.1472
2703,FDX47,OUT035,2514.0608
2704,NCB06,OUT045,2580.6408
2705,FDP36,OUT049,809.6128
2706,FDW44,OUT018,1817.634
2707,NCU41,OUT018,2109.2544
2708,NCS17,OUT046,868.869
2709,FDD46,OUT035,3691.1952
2710,FDE45,OUT017,2801.6864
2711,FDI09,OUT017,2396.88
2712,NCJ54,OUT010,394.1536
2713,NCA29,OUT018,3301.7022
2714,NCN41,OUT027,4629.9732
2715,FDY34,OUT035,2302.3364
2716,NCG55,OUT035,1066.6116
2717,DRM49,OUT046,490.6946
2718,NCB42,OUT049,1274.3412
2719,FDE58,OUT045,1946.7992
2720,DRJ25,OUT013,1231.73
2721,FDS47,OUT010,89.883
2722,FDY21,OUT049,3757.1094
2723,NCI54,OUT013,2099.9332
2724,FDO24,OUT017,1901.5248
2725,FDY43,OUT035,2897.5616
2726,FDF35,OUT018,535.969
2727,NCP29,OUT019,83.8908
2728,FDN28,OUT027,1948.1308
2729,FDJ50,OUT018,926.7936
2730,FDQ14,OUT027,3990.8052
2731,FDC37,OUT035,1856.2504
2732,FDN08,OUT046,958.752
2733,FDD04,OUT035,2410.8618
2734,FDW34,OUT018,2324.9736
2735,FDP04,OUT017,739.038
2736,NCG07,OUT017,4364.319
2737,NCN14,OUT018,1277.0044
2738,FDJ16,OUT045,1185.124
2739,NCM42,OUT045,976.7286
2740,NCF19,OUT046,680.4476
2741,FDY21,OUT018,1906.8512
2742,FDY19,OUT035,1198.44
2743,FDV09,OUT045,1336.2606
2744,FDA28,OUT013,2516.724
2745,FDC38,OUT018,1442.7886
2746,FDL28,OUT045,3984.1472
2747,NCH43,OUT049,2372.9112
2748,NCN53,OUT045,830.9184
2749,NCW05,OUT017,1910.1802
2750,NCO30,OUT018,1629.8784
2751,FDT04,OUT019,83.8908
2752,FDB27,OUT018,5518.1504
2753,NCK07,OUT013,1480.0734
2754,NCA53,OUT013,413.4618
2755,FDB33,OUT018,4287.752
2756,FDU37,OUT017,1238.388
2757,FDR13,OUT035,810.9444
2758,FDE45,OUT049,2165.1816
2759,FDV37,OUT017,2570.6538
2760,FDX44,OUT019,88.5514
2761,NCL06,OUT017,2885.5772
2762,FDJ28,OUT045,1629.8784
2763,FDX55,OUT049,6096.0648
2764,NCK17,OUT018,346.216
2765,FDH52,OUT035,1201.769
2766,FDN13,OUT027,5093.37
2767,FDK44,OUT018,2250.404
2768,FDU16,OUT046,2386.2272
2769,FDZ07,OUT017,495.3552
2770,NCN06,OUT027,2954.1546
2771,FDH02,OUT010,182.4292
2772,NCW18,OUT045,1522.0188
2773,FDH57,OUT013,2504.7396
2774,FDV35,OUT045,3568.0222
2775,NCU29,OUT013,2756.412
2776,NCP02,OUT046,711.0744
2777,FDN44,OUT013,2840.3028
2778,FDX03,OUT018,303.6048
2779,FDR11,OUT010,792.302
2780,FDA36,OUT046,1244.3802
2781,FDP58,OUT027,1547.3192
2782,FDH31,OUT045,1272.3438
2783,FDH34,OUT035,3529.4058
2784,FDS13,OUT035,4207.856
2785,FDT01,OUT018,3265.749
2786,FDY09,OUT049,521.3214
2787,FDV33,OUT027,5033.448
2788,NCW29,OUT010,425.4462
2789,NCN17,OUT045,2111.2518
2790,FDX01,OUT046,1274.3412
2791,FDL03,OUT049,5106.686
2792,DRL59,OUT049,934.7832
2793,DRM11,OUT027,5697.9164
2794,FDA43,OUT049,4761.8016
2795,FDZ56,OUT010,164.4526
2796,FDI44,OUT018,1012.6818
2797,FDB50,OUT013,719.064
2798,FDU15,OUT019,83.8908
2799,NCJ19,OUT019,83.8908
2800,FDD48,OUT013,2474.7786
2801,NCW42,OUT035,5321.0736
2802,FDL24,OUT017,5690.5926
2803,NCB30,OUT013,3744.4592
2804,FDK25,OUT013,4211.185
2805,FDW28,OUT049,1970.768
2806,FDD47,OUT017,4431.5648
2807,FDK16,OUT019,289.623
2808,FDW37,OUT046,1032.6558
2809,FDA48,OUT035,5099.3622
2810,FDA14,OUT017,1169.8106
2811,FDV15,OUT013,3219.8088
2812,FDN22,OUT049,3060.0168
2813,NCD55,OUT045,319.584
2814,FDY43,OUT013,1516.0266
2815,NCU05,OUT017,2336.2922
2816,FDF10,OUT035,2207.127
2817,FDR39,OUT018,1277.0044
2818,FDG40,OUT013,732.38
2819,FDZ28,OUT019,254.3356
2820,FDE02,OUT045,1134.5232
2821,FDU60,OUT049,3124.5994
2822,FDM21,OUT013,5382.993
2823,FDV52,OUT019,127.1678
2824,NCW06,OUT013,3247.7724
2825,FDX36,OUT035,3848.324
2826,FDT35,OUT027,4923.591
2827,NCL19,OUT010,284.9624
2828,NCD31,OUT046,1315.6208
2829,FDE53,OUT019,214.3876
2830,FDW58,OUT019,101.2016
2831,DRF48,OUT046,1576.6144
2832,FDW57,OUT035,1901.5248
2833,DRH13,OUT017,852.224
2834,FDT33,OUT013,2069.3064
2835,DRK47,OUT027,7366.011720000013
2836,FDY22,OUT010,283.6308
2837,FDC35,OUT019,450.0808
2838,FDO03,OUT013,5759.17
2839,FDF24,OUT045,1474.0812
2840,FDF56,OUT018,1239.7196
2841,FDD28,OUT013,331.5684
2842,FDG53,OUT027,2694.4926
2843,FDO27,OUT019,198.4084
2844,NCF54,OUT018,1258.362
2845,FDC20,OUT027,2187.153
2846,FDU10,OUT046,1230.3984
2847,DRA24,OUT018,3289.052
2848,FDA02,OUT010,300.9416
2849,FDG10,OUT017,1174.4712
2850,FDW39,OUT010,732.38
2851,FDP04,OUT019,122.5072
2852,NCM55,OUT013,1470.0864
2853,FDG47,OUT045,4984.1788
2854,NCU41,OUT017,2308.9944
2855,NCK31,OUT017,999.3658
2856,FDZ46,OUT045,976.7286
2857,FDU13,OUT027,4402.2696
2858,NCF19,OUT045,1166.4816
2859,NCJ43,OUT013,3115.944
2860,NCJ05,OUT045,1982.0866
2861,FDS04,OUT027,3231.1274
2862,FDX28,OUT010,97.2068
2863,FDB41,OUT027,615.1992
2864,FDG53,OUT046,838.908
2865,FDL15,OUT010,308.9312
2866,FDQ08,OUT049,1113.2176
2867,DRN36,OUT013,1808.9786
2868,FDI46,OUT013,1537.998
2869,FDG16,OUT027,1547.3192
2870,FDV32,OUT013,438.0964
2871,FDF44,OUT010,131.1626
2872,FDK04,OUT018,343.5528
2873,NCA41,OUT013,2561.9984
2874,FDD51,OUT017,596.5568
2875,NCZ53,OUT045,3630.6074
2876,FDP01,OUT027,4815.0656
2877,FDY25,OUT049,1955.4546
2878,FDB17,OUT018,1817.634
2879,NCV54,OUT018,1856.2504
2880,FDJ32,OUT017,183.7608
2881,FDA37,OUT049,1867.569
2882,FDG35,OUT035,2954.1546
2883,NCM05,OUT018,6327.7632
2884,FDG45,OUT046,1935.4806
2885,FDH28,OUT013,314.2576
2886,NCE18,OUT049,1612.5676
2887,FDH38,OUT045,1575.2828
2888,FDR56,OUT013,1964.11
2889,FDH17,OUT027,1402.1748
2890,FDD39,OUT049,3678.545
2891,FDB41,OUT049,709.077
2892,NCR53,OUT046,4950.8888
2893,FDX46,OUT017,651.8182
2894,FDV28,OUT049,265.6542
2895,FDA08,OUT018,2013.3792
2896,FDH45,OUT017,495.3552
2897,NCS38,OUT010,231.6984
2898,FDD40,OUT010,719.064
2899,DRM59,OUT035,3075.996
2900,NCJ43,OUT018,5690.5926
2901,NCN29,OUT013,591.2304
2902,NCC19,OUT045,2936.178
2903,FDR56,OUT035,3350.3056
2904,FDZ43,OUT049,3707.1744
2905,FDJ32,OUT010,227.7036
2906,DRH03,OUT017,932.12
2907,NCZ54,OUT035,974.7312
2908,FDE26,OUT017,3643.2576
2909,FDS03,OUT045,438.0964
2910,DRZ24,OUT019,479.376
2911,FDO48,OUT027,5695.2532
2912,FDW39,OUT049,1235.059
2913,NCK05,OUT049,296.281
2914,NCK30,OUT017,5060.08
2915,FDT27,OUT018,2323.642
2916,FDS08,OUT019,151.8024
2917,NCJ19,OUT049,1030.6584
2918,FDC58,OUT045,543.2928
2919,DRE37,OUT013,1701.7848
2920,FDW02,OUT035,2360.9268
2921,FDJ02,OUT010,300.9416
2922,FDX09,OUT045,3033.3848
2923,FDT31,OUT010,719.064
2924,FDI24,OUT049,5033.448
2925,FDY09,OUT045,4653.2762
2926,FDV28,OUT045,141.1496
2927,DRM47,OUT049,4860.34
2928,FDT52,OUT019,255.0014
2929,FDI48,OUT018,1049.9666
2930,FDY55,OUT017,7366.011720000013
2931,FDU48,OUT013,1581.9408
2932,FDN25,OUT045,386.8298
2933,FDP20,OUT049,1120.5414
2934,FDJ15,OUT013,780.3176
2935,FDD04,OUT018,846.8976
2936,FDY58,OUT045,1225.072
2937,FDR37,OUT018,1277.0044
2938,FDF44,OUT013,2348.9424
2939,FDD32,OUT045,1606.5754
2940,FDR57,OUT017,1571.288
2941,DRG39,OUT027,1597.92
2942,FDX15,OUT017,2588.6304
2943,DRN37,OUT045,501.3474
2944,FDW40,OUT027,3231.1274
2945,FDB32,OUT049,2816.334
2946,FDM40,OUT018,1869.5664
2947,FDE39,OUT027,3954.852
2948,DRH49,OUT017,1416.8224
2949,FDT46,OUT049,666.4658
2950,NCF06,OUT035,1808.3128
2951,FDP07,OUT017,3121.2704
2952,FDC04,OUT013,3124.5994
2953,FDZ32,OUT017,1844.9318
2954,FDD50,OUT045,2013.3792
2955,FDU56,OUT017,2213.1192
2956,FDV34,OUT017,1034.6532
2957,NCY41,OUT013,305.6022
2958,NCK18,OUT046,1480.0734
2959,DRH25,OUT049,1436.7964
2960,FDT57,OUT046,1258.362
2961,FDV56,OUT018,1810.976
2962,FDV12,OUT045,193.082
2963,FDN52,OUT017,263.6568
2964,FDX38,OUT035,950.7624
2965,FDE47,OUT018,2862.94
2966,NCO07,OUT013,4474.176
2967,FDV09,OUT027,906.8196
2968,FDZ23,OUT019,185.7582
2969,DRH51,OUT018,945.436
2970,NCY54,OUT045,2708.4744
2971,DRG49,OUT013,6474.2392
2972,NCC19,OUT049,1518.024
2973,NCV53,OUT045,4233.1564
2974,FDZ47,OUT019,199.74
2975,NCO26,OUT018,3091.9752
2976,NCP02,OUT045,644.4944
2977,NCW30,OUT018,480.7076
2978,NCN55,OUT046,4687.232
2979,FDB20,OUT010,227.7036
2980,DRL11,OUT013,1480.0734
2981,DRD60,OUT045,4211.185
2982,FDW14,OUT010,93.212
2983,FDL27,OUT010,258.3304
2984,FDU09,OUT018,509.337
2985,DRH36,OUT027,2679.845
2986,FDP34,OUT027,3383.5956
2987,FDE04,OUT017,2065.3116
2988,FDZ57,OUT027,3119.9388
2989,FDF02,OUT010,223.7088
2990,FDG28,OUT045,3984.1472
2991,NCI31,OUT046,388.1614
2992,FDT43,OUT013,692.432
2993,FDU20,OUT046,2892.2352
2994,FDD53,OUT013,1006.6896
2995,FDW15,OUT045,2820.9946
2996,NCT53,OUT045,2302.3364
2997,NCG55,OUT027,2488.7604
2998,FDD48,OUT035,2607.2728
2999,FDG47,OUT049,2914.8724
3000,FDI21,OUT017,1406.1696
3001,FDT27,OUT017,6093.4016
3002,DRO35,OUT013,2474.7786
3003,FDD33,OUT017,1691.7978
3004,FDC04,OUT035,998.7
3005,FDY34,OUT013,3453.5046
3006,DRJ49,OUT049,2924.1936
3007,FDE05,OUT049,3062.0142
3008,FDU31,OUT017,4250.4672
3009,NCN19,OUT027,3998.7948
3010,FDK56,OUT027,7366.011720000013
3011,FDK58,OUT017,1518.024
3012,NCJ42,OUT035,2153.1972
3013,FDZ34,OUT027,7366.011720000013
3014,FDA52,OUT018,2554.0088
3015,NCR29,OUT013,386.8298
3016,FDT48,OUT035,593.2278
3017,DRJ51,OUT019,262.991
3018,NCS54,OUT046,3568.688
3019,FDV01,OUT035,2900.2248
3020,DRG51,OUT027,3797.7232
3021,NCG42,OUT013,1038.648
3022,FDA51,OUT049,683.1108
3023,FDV19,OUT010,319.584
3024,NCT18,OUT045,2918.8672
3025,NCS41,OUT045,1641.8628
3026,FDO03,OUT046,2067.309
3027,FDL12,OUT010,127.8336
3028,FDY37,OUT010,300.9416
3029,FDI58,OUT049,2113.2492
3030,FDT28,OUT018,962.7468
3031,NCC42,OUT010,425.4462
3032,FDO01,OUT017,3433.5306
3033,FDJ02,OUT013,2808.3444
3034,FDQ04,OUT018,83.8908
3035,DRL47,OUT013,755.0172
3036,FDZ32,OUT035,515.995
3037,FDC35,OUT035,3344.9792
3038,FDX14,OUT045,918.804
3039,FDZ35,OUT013,1845.5976
3040,FDL14,OUT013,1869.5664
3041,FDO04,OUT049,539.298
3042,DRK11,OUT017,1938.8096
3043,FDB44,OUT018,5001.4896
3044,FDZ50,OUT049,4474.176
3045,FDI12,OUT027,1438.128
3046,FDU43,OUT017,5635.3312
3047,FDD58,OUT010,97.2068
3048,FDB27,OUT017,5715.2272
3049,FDB04,OUT018,591.8962
3050,NCO17,OUT013,3199.8348
3051,FDL12,OUT017,343.5528
3052,DRJ13,OUT049,1282.3308
3053,FDD57,OUT045,1808.9786
3054,FDW19,OUT035,759.6778
3055,DRD27,OUT018,1105.228
3056,FDH27,OUT027,4026.7584
3057,NCW30,OUT027,7100.757
3058,FDR40,OUT018,559.272
3059,FDG05,OUT013,1765.0358
3060,NCY41,OUT019,83.8908
3061,FDI38,OUT018,2189.8162
3062,FDR20,OUT046,892.172
3063,FDE09,OUT017,852.224
3064,FDN50,OUT019,591.2304
3065,DRF27,OUT045,2143.876
3066,DRF51,OUT013,341.5554
3067,NCO02,OUT019,83.8908
3068,FDB51,OUT027,1661.8368
3069,FDJ50,OUT013,447.4176
3070,FDN52,OUT013,1183.7924
3071,FDX14,OUT013,617.8624
3072,FDT27,OUT019,790.9704
